,0,1,2,3,4,5
1253,英國,茱蒂,2019-12-10,13,8608,1899160
1254,俄羅斯,茶花女,2018-11-17,2,202,"133,800"
1255,南韓,草葉集,2019-07-05,1,69,15840
1256,美國,草間∞彌生,2018-11-09,7,"3,199","699,766"
1257,西班牙,莎拉巴拉斯：佛朗明哥的呼喚,2018-06-15,3,576,"116,225"
1258,法國,莒哈絲的漫長等待,2019-05-25,4,1050,198430
1259,美國,莢殺,2018-11-02,1,20,"5,020"
1260,義大利,莫內：睡蓮的水光魔法,2019-09-27,1,473,104200
1261,南韓,華麗的假期,2018-02-28,1,358,"77,865"
1262,美國,萌友來找碴,2019-08-30,2,440,96562
1263,美國,萌牛費迪南,2018-02-15,1,"129,871","28,738,063"
1264,印度,萬萬沒想到,2019-11-15,1,47963,10891914
1265,越南,落紅,2019-02-22,9,"2,243","491,875"
1266,香港,葉問4：完結篇,2019-12-19,95,680773,155845777
1267,香港,葉問外傳：張天志,2018-12-26,7,"147,997","32,625,569"
1268,英國,葛飾北齋:畫狂老人,2018-09-07,5,559,"216,384"
1269,法國,蒙特梭利小教室,2019-04-13,2,961,196045
1270,日本,薔薇與武士,2019-09-11,1,431,302920
1271,日本,薙刀社青春日記,2017-12-08,1,"2,865","652,213"
1272,香港,藍天白雲,2018-02-02,2,48,"10,765"
1273,美國,藍波:最後一滴血,2019-10-09,6,126596,27746621
1274,中華民國,藍色項圈,2018-09-14,12,"11,068","2,510,144"
1275,日本,藤子海敏：寂默鋼琴師,2018-10-05,6,"1,276","259,086"
1276,美國,藥命實驗,2019-06-28,3,456,104415
1277,日本,虹色時光,2018-09-07,2,755,"171,794"
1278,美國,蜘蛛人：新宇宙,2018-12-13,3,200330,45632156
1279,美國,蜘蛛人：離家日,2019-07-02,2,1596769,379826849
1280,美國,蜘蛛網中的女孩,2018-11-09,2,"57,944","12,377,012"
1281,美國,蟻人與黃蜂女,2018-07-04,2,"1,271,902","297,167,619"
1282,日本,蠟筆小新電影 新婚旅行風暴-奪回廣志大作戰,2019-08-09,1,43173,9962290
1283,日本,蠟筆小新電影功夫小子之拉麵大亂鬥！,2018-08-10,1,"26,968","6,136,447"
1284,日本,蠻幽鬼,2019-09-11,5,328,222160
1285,中華民國,血琥珀,2018-07-27,2,619,"124,270"
1286,美國,血祭歐買尬,2019-03-29,1,269,"59,795"
1287,美國,血腥萬聖節,2019-11-15,20,4474,983247
1288,美國,血薄荷,2018-09-21,1,"71,407","15,164,400"
1289,中華民國,血觀音,2017-11-24,1,"394,831","88,619,725"
1290,英國,街角的書店,2018-06-29,1,"6,405","1,371,225"
1291,日本,衝吧！我的龐克青春,2018-04-13,1,53,"11,540"
1292,加拿大,衝擊真相,2019-09-12,1,8887,1905283
1293,中華民國,衝組,2017-12-29,1,"11,235","2,448,810"
1294,南韓,表妹好辣,2019-10-09,2,26,5510
1295,日本,被愛妄想症,2018-06-01,1,"2,560","557,430"
1296,美國,被遺忘的幸福,2018-11-30,1,"5,448","1,160,341"
1297,美國,裸愛殺機,2018-09-14,4,"1,752","370,716"
1298,日本,裸睡美人,2018-03-16,1,961,"200,741"
1299,義大利,裸色愛情,2018-04-13,4,413,"79,100"
1300,加拿大,製琴師與他的琴人,2019-04-26,1,1603,364260
1301,香港,西遊記女兒國,2018-02-15,1,"58,955","13,007,621"
1302,德國,視界戰,2018-05-04,2,"36,040","7,704,455"
1303,南韓,親切的金子,2018-05-25,2,"1,724","383,888"
1304,南韓,親密陌生人,2018-11-02,2,"10,634","2,196,301"
1305,南韓,親愛的仇人,2019-05-04,1,2730,489570
1306,美國,親愛的初戀,2018-05-04,2,"58,969","13,303,695"
1307,中華民國,親愛的卵男日記,2018-11-02,3,"2,710","603,556"
1308,日本,親愛的外人,2018-01-05,5,"1,378","285,732"
1309,中華民國,角頭2：王者再起,2018-02-14,2,"564,657","127,897,322"
1310,南韓,解凍屍篇,2018-02-02,2,"2,675","630,415"
1311,日本,解憂雜貨店,2017-10-13,2,"268,489","59,834,514"
1312,中國大陸,解憂雜貨店華語版,2018-01-10,4,"20,600","4,419,486"
1313,中國大陸,解碼遊戲,2019-01-11,2,231,"48,670"
1314,阿根廷,計高一籌,2019-10-09,1,3034,621130
1315,南韓,記得愛過你,2018-05-18,4,390,"83,500"
1316,英國,記憶中的擁抱,2018-03-16,1,"5,476","1,205,449"
1317,南韓,記憶中的美好歌聲,2018-02-02,1,"1,491","333,440"
1318,中國大陸,記憶大師,2018-08-10,1,426,"96,375"
1319,西班牙,設局,2017-12-15,1,"12,570","2,777,660"
1320,法國,許怨房,2019-11-22,6,8994,2017205
1321,美國,詐騙女神,2019-05-09,1,"371,756","84,441,473"
1322,美國,詭音,2018-05-11,2,34,"7,150"
1323,中華民國,誰先愛上他的,2018-11-02,2,"292,655","66,373,145"
1324,英國,誰怕吳爾芙？（英國國家劇院現場）,2018-01-10,3,700,"462,520"
1325,法國,誰殺了小說家?,2019-04-26,1,560,"119,628"
1326,日本,請做我的主人,2018-10-19,2,330,"73,565"
1327,日本,請問您今天要來點兔子嗎？～DEARMYSISTER～,2018-01-22,1,"6,211","1,511,175"
1328,南韓,證人,2019-02-21,1,65144,14700084
1329,印度,護墊俠,2018-11-02,1,"5,765","1,167,295"
1330,南韓,變身,2019-09-27,1,8604,1950046
1331,義大利,變身冤家,2018-02-14,1,"1,894","404,935"
1332,日本,豢養殺人鬼的女人,2019-07-26,2,673,148128
1333,伊朗,豬,2018-10-12,2,233,"47,263"
1334,日本,貓咪知道但是貓咪不說,2019-09-13,1,1191,256350
1335,中華民國,貓影特工,2019-01-18,1,"10,698","2,283,665"
1336,日本,貓是用來抱的,2018-09-28,6,"1,516","343,804"
1337,日本,貞子：起源,2019-08-23,1,13218,3011128
1338,美國,貼背戰,2018-06-22,1,"144,979","32,690,121"
1339,德國,賣場華爾滋,2018-11-23,1,"2,368","502,248"
1340,阿根廷,賭命大富翁,2019-07-26,6,954,199640
1341,美國,賭命運轉手,2019-01-11,1,"71,694","15,852,216"
1342,美國,賽道狂人,2019-11-26,46,306864,75387276
1343,美國,赤手登峰,2019-05-07,4,6001,1301080
1344,美國,超人特攻隊2,2018-06-27,1,"1,148,316","260,565,233"
1345,美國,超異能女巫,2019-07-12,5,219,47803
1346,美國,超能救援,2018-07-27,1,"3,718","684,744"
1347,美國,越戰獵鹿人,2017-11-06,1,593,129550
1348,日本,跟爺爺說再見,2018-03-09,1,"1,424","289,570"
1349,美國,跟著IKEA衣櫥去旅行,2018-06-22,1,"25,458","5,344,530"
1350,日本,跨越8年的新娘,2018-05-11,1,"6,212","1,367,259"
1351,印度,跳痛先生,2019-03-22,1,13330,2912527
1352,日本,跳躍吧！時空少女,2018-08-10,1,617,"133,503"
1353,法國,輕蔑,2017-10-23,1,156,"32,185"
1354,中國大陸,輕鬆+愉快,2018-02-02,1,398,"89,095"
1355,美國,辛德勒的名單(25週年數位經典版),2019-01-25,3,"4,149","1,053,074"
1356,法國,近敵,2019-01-04,5,"4,480","1,381"
1357,中華民國,返校,2019-09-20,9,1113267,259854760
1358,美國,追兇,2017-11-10,1,"8,655","1,778,993"
1359,日本,追捕,2017-11-24,1,"36,982","7,950,845"
1360,南韓,追擊者,2018-09-21,2,"1,190","262,020"
1361,美國,追魂公寓,2019-02-22,5,609,"127,975"
1362,香港,追龍,2017-09-29,1,"211,200","47,549,356"
1363,香港,追龍II：賊王,2019-06-12,5,54124,11761043
1364,日本,退而不休,2018-09-21,1,"4,264","880,967"
1365,日本,送行者：禮儀師的樂章,2018-10-01,3,239,"52,190"
1366,澳洲,逃出亞馬遜,2017-12-15,1,"7,253","1,461,234"
1367,美國,逃出絕命鎮,2017-04-21,1,"239,377","54,322,661"
1368,美國,逆光天后,2019-03-08,15,"2,826","656,798"
1369,西班牙,逆境棋蹟,2018-01-05,1,"1,568","331,206"
1370,埃及,逆著風的旅行,2019-05-03,1,1769,375566
1371,西班牙,逆轉劫局,2019-06-11,1,4256,935268
1372,法國,逆轉風帆,2014-08-29,1,1,100
1373,阿根廷,這旅程使命必達,2018-12-07,1,568,"104,907"
1374,日本,這條路上: 百年童謠的誕生,2019-05-31,1,2190,423486
1375,日本,這條路上:百年童謠的誕生,2019-05-31,2,1789,366806
1376,法國,這條路的名字叫希望,2018-04-27,3,445,"90,590"
1377,美國,速成家庭,2019-01-11,1,"51,119","11,226,251"
1378,冰島,進擊的大媽,2018-10-26,2,93,"18,143"
1379,日本,進擊的巨人劇場版覺醒的咆哮,2018-03-09,1,"3,423","806,143"
1380,匈牙利,遇見街貓BOB,2016-12-16,1,"43,895","9,459,070"
1381,日本,遊戲人生,2017-12-08,5,"125,255","37,467,869"
1382,美國,遊戲夜殺必死,2018-02-27,1,"91,265","20,348,398"
1383,德國,過境情謎,2019-05-24,2,593,107380
1384,日本,道別的早晨就用約定之花點綴吧,2018-08-03,1,16391,4027608
1385,日本,遠山的呼喚,1980-01-01,1,75,13220
1386,英國,選情尬翻天,2019-05-24,2,14584,2865878
1387,美國,遺怨,2019-11-08,1,734,164861
1388,阿根廷,遺落殺鎮,2018-08-31,3,336,"74,205"
1389,瑞典,邊境奇譚,2019-01-04,1,"10,151","2,369,010"
1390,土耳其,邊境少年殘酷紀事,2018-06-01,1,120,"19,820"
1391,日本,那一夜,2019-11-13,18,2160,489841
1392,日本,那些年，我們一起追的女孩(日),2018-11-02,4,"5,860","1,390,625"
1393,中華民國,那個我最親愛的陌生人,2019-11-12,2,5905,1253737
1394,南韓,那個閃閃發亮的家,2018-06-22,3,390,"79,290"
1395,南韓,那才是我的世界,2018-02-23,1,"6,848","1,526,264"
1396,西班牙,邪崖,2018-05-25,1,49,"10,330"
1397,美國,郵報:密戰,2018-02-23,1,"113,852","25,592,091"
1398,美國,酷寒殺手,2019-02-27,3,114907,25052188
1399,俄羅斯,酸世代,2019-10-04,2,144,26550
1400,美國,醜娃娃大冒險,2019-05-17,1,"6,987","1,383,780"
1401,法國,醫生敲愛錢,2018-06-22,1,"1,204","242,200"
1402,中華民國,重甲機神：神降臨,2019-11-08,1,7152,1665009
1403,芬蘭,重金屬之旅,2018-09-28,1,816,"180,805"
1404,法國,野放動物,2018-12-14,1,2130,458645
1405,土耳其,野梨樹,2018-12-28,2,"4,226","913,890"
1406,南韓,野蠻公主玩婚記,2018-04-20,1,"4,739","1,043,617"
1407,法國,野蠻迷林,2019-11-22,5,250,54520
1408,美國,野蠻遊戲：全面晉級,2019-12-04,91,767060,180769852
1409,美國,野蠻遊戲：瘋狂叢林,2017-12-27,1,"872,131","202,678,565"
1410,德國,金手套虐殺事件,2019-09-12,2,538,121332
1411,美國,金牌拳手：父仇,2018-11-30,1,"53,475","11,796,843"
1412,美國,金牌特務：機密對決,2017-09-20,3,"1,407,119","334,119,380"
1413,美國,金牌特務：機密對決(數位IMAX2D版),2017-09-20,8,"1,406,831","334,088,170"
1414,英國,金牌特勤隊,2017-09-15,2,"9,099","1,781,963"
1415,美國,金翅雀,2019-10-25,4,16988,3593533
1416,美國,金錢世界,2018-02-02,1,"46,030","9,922,933"
1417,加拿大,金錢性騙局,2019-06-21,1,"1,983","293,508"
1418,中華民國,金魚,2019-12-20,1,549,54500
1419,日本,鈴木家的謊言,2019-06-21,3,1038,204088
1420,美國,銀翼殺手2049,2017-10-06,4,"231,767","55,456,292"
1421,日本,銀魂2特別篇：世界奇妙銀魂醬,2018-09-01,1,"2,069","481,686"
1422,日本,銀魂2：規矩是為了被打破而存在的,2018-08-24,1,"26,932","6,373,013"
1423,美國,鋒迴路轉,2019-11-28,28,162613,37759276
1424,法國,鋼琴教師,2016-12-16,1,780,"2,108"
1425,美國,鋼鐵墳墓2,2018-06-29,4,"70,747","15,290,984"
1426,美國,鋼鐵英雄,2016-11-25,1,"507,781","115,717,366"
1427,德國,鋼鐵蒼穹,2019-10-04,3,184,40304
1428,芬蘭,鋼鐵蒼穹2：惡搞新世紀,2019-11-01,4,147,31331
1429,南韓,錢力遊戲,2019-04-04,1,"2,304","529,288"
1430,日本,鎌倉物語,2018-03-02,1,"46,503","10,200,360"
1431,南韓,鎖命危機,2019-01-18,3,"22,428","5,100,367"
1432,英國,鏗鏘玫瑰,2019-07-12,1,3470,674926
1433,日本,鐘擺人生,2018-08-03,2,526,"109,675"
1434,美國,長恨割,2018-05-18,1,38,"8,155"
1435,香港,閨蜜2,2018-03-02,3,"123,561","28,087,264"
1436,芬蘭,闇夜殺神,2018-03-09,1,63,"12,945"
1437,奧地利,闇戀,2019-10-09,4,71,14470
1438,美國,闇罪無間,2019-03-15,3,388,"86,790"
1439,美國,闇黑之心,2018-08-24,1,"49,257","10,799,761"
1440,日本,阿修羅城之瞳,2019-09-11,4,383,266200
1441,英國,阿喀郎版吉賽兒,2018-09-27,1,443,"301,200"
1442,美國,阿姐響叮噹,2017-12-15,2,"4,158","845,390"
1443,墨西哥,阿嬤養的豬,2019-10-25,2,567,109240
1444,日本,阿嬤，不要忘記我,2019-07-03,1,3516,707607
1445,法國,阿寶動物一族,2018-07-20,1,233,"46,465"
1446,美國,阿拉丁,2019-05-22,1,1250869,290433029
1447,中國大陸,阿拉姜色,2019-04-03,1,"1,728","354,485"
1448,日本,阿松劇場版,2019-05-03,1,3224,793031
1449,中華民國,阿虎,2019-05-03,1,4933,1138402
1450,美國,阿達一族,2019-11-01,1,87176,20029715
1451,香港,阿飛正傳,2018-09-28,1,"6,047","1,398,065"
1452,中國大陸,降魔傳,2019-01-25,1,234,"51,650"
1453,泰國,限時好友,2019-03-08,2,57668,13074595
1454,中華民國,陪你很久很久,2019-10-25,2,56580,12927341
1455,日本,陪睡大人,2018-09-28,1,"7,612","1,668,568"
1456,美國,陰兒房第4章：鎖命亡靈,2018-01-05,1,"141,510","31,450,071"
1457,美國,陰宅2,2017-11-03,1,"40,398","9,127,400"
1458,美國,陰林,2018-03-02,1,145,"30,550"
1459,日本,陽光只在這裡燦爛,2015-09-18,1,13,"2,060"
1460,南韓,陽光姐妹淘,2018-09-28,3,139,"28,585"
1461,中華民國,陽光普照,2019-11-01,5,109932,26051472
1462,美國,隔牆有詭,2018-03-16,1,"4,087","916,671"
1463,日本,隱劍鬼爪,2018-08-24,1,476,"98,235"
1464,美國,隱形情人,2019-07-12,4,553,133964
1465,印度,隱藏的大明星,2017-11-24,1,"122,958","26,810,984"
1466,美國,雙子殺手,2019-10-23,7,546452,132289041
1467,法國,雙面海德,2018-06-01,1,898,"190,627"
1468,美國,雙面特務,2019-08-30,1,12045,2658678
1469,南韓,雞不可失,2019-02-22,1,515557,117559060
1470,法國,離婚諜對諜,2018-02-02,1,225,"45,640"
1471,南韓,雨妳再次相遇,2018-04-04,1,"81,406","18,629,850"
1472,英國,雪地之光,2019-09-27,1,2163,468857
1473,美國,雷神索爾3：諸神黃昏,2017-10-24,1,"1,335,107","315,081,464"
1474,日本,電影刀劍亂舞,2019-04-19,1,13602,3317541
1475,日本,電影哆啦A夢:大雄的金銀島,2018-07-02,1,"44,882","10,285,419"
1476,日本,電影哆啦A夢：大雄的月球探測記,2019-07-26,1,98103,21785746
1477,日本,電影版 吹響吧！上低音號～想傳達的旋律～,2019-10-17,1,1038,248030
1478,日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019-10-17,1,1081,258222
1479,日本,電影版 吹響吧！上低音號～誓言的終章～,2019-10-23,1,6099,1516565
1480,南韓,電影版 壞傢伙們,2019-10-09,1,28902,6495633
1481,日本,電影版 妖怪手錶：永遠的朋友,2019-06-28,1,6696,1520364
1482,日本,電影版 狂賭之淵,2019-07-05,8,2778,656441
1483,日本,電影版【空中急診英雄─海空災難最終救援─】,2018-09-21,1,"40,955","9,718,226"
1484,日本,電影版七大罪天空的囚人,2018-11-23,1,"6,651","1,606,196"
1485,日本,電影版吹響吧！上低音號~莉茲與青鳥~,2018-10-05,3,"10,963","2,721,986"
1486,日本,電影版妖怪手錶：永遠的朋友,2019-06-28,40,5948,1351704
1487,日本,電影版巧虎的彩虹綠洲,2018-02-02,1,"44,213","10,497,376"
1488,日本,電影版怪物彈珠空之彼方,2018-11-02,1,"8,094","1,910,893"
1489,日本,電影版我的英雄學院二人的英雄,2018-12-14,2,"22,694","5,474,799"
1490,南韓,電影版機器戰士TOBOT～機器人軍團的襲擊～,2018-05-04,4,"8,525","1,951,153"
1491,日本,電影版聲之形,2017-03-24,1,"293,859","68,666,009"
1492,美國,電影配樂傳奇,2018-03-09,1,"8,380","1,873,114"
1493,印度,電梯男孩的奇蹟,2019-08-02,1,"1,897","390,478"
1494,美國,電流大戰,2019-07-19,1,100839,22711815
1495,俄羅斯,電競殺手,2019-04-12,1,1406,302019
1496,法國,震向性教育,2019-07-19,5,233,"49,588"
1497,美國,震撼真相,2018-07-20,1,"5,659","969,609"
1498,美國,霓裳魅影,2018-02-02,1,"11,601","2,444,052"
1499,義大利,霧中的女孩,2018-07-20,1,"2,819","608,712"
1500,香港,霸王別姬,2018-12-14,1,"51,513","12,227,225"
1501,美國,霹靂嬌娃,2019-12-27,93,90307,20636515
1502,南韓,霹靂嬌鋒,2019-08-16,2,462,101635
1503,西班牙,靈殤,2018-03-02,1,33,"6,965"
1504,美國,靈異乍現,2019-08-07,2,20580,4452521
1505,德國,靈異療養院:顫慄挑戰,2018-06-29,3,"5,373","1,209,373"
1506,西班牙,靈蝕,2018-02-09,2,466,"104,875"
1507,日本,青夏：戀上你的30日,2018-09-07,2,735,"162,943"
1508,日本,青春豬頭少年不會夢到懷夢美少女,2019-09-27,2,35956,8973320
1509,南韓,青春，未完待續,2018-09-28,2,195,"41,995"
1510,中華民國,青梅竹馬(數位修復版),2017-07-24,1,"6,442","1,396,032"
1511,香港,非分熟女,2019-05-24,1,"3,831","795,010"
1512,香港,非同凡響,2018-11-23,1,172,"37,085"
1513,南韓,非賣品,2018-11-30,2,"39,098","8,564,169"
1514,法國,非．虛構情事,2019-02-27,3,"11,650",906
1515,美國,靠譜歌王,2019-06-28,2,47255,10597117
1516,丹麥,頂尖高手,2018-08-24,2,"1,677","353,730"
1517,中華民國,順雲,2017-11-10,1,"3,838","775,215"
1518,德國,頭號玩家,2019-07-19,5,117,"25,429"
1519,義大利,願望咖啡館,2018-07-20,1,"9,708","2,071,602"
1520,法國,顫慄柏林,2017-11-03,1,"2,846","642,855"
1521,德國,風暴過後,2019-12-13,2,1042,210650
1522,中華民國,風櫃來的人,2018-11-30,1,803,"177,230"
1523,南韓,風流大丈夫,2018-05-11,3,"1,062","241,390"
1524,南韓,飆風特警隊,2019-02-01,1,"16,008","3,509,235"
1525,日本,飛上天空的輪胎,2018-08-17,2,"3,237","717,411"
1526,日本,飛翔吧!埼玉,2019-08-16,1,3243,738382
1527,加拿大,飢慾之膚,2019-06-28,4,1732,350500
1528,德國,飢膚,2018-04-06,1,60,"12,665"
1529,美國,餓魔餐廳,2019-12-06,4,132,28500
1530,荷蘭,首席指揮家,2019-07-19,3,6809,1419055
1531,美國,香米小情歌,2018-03-23,1,847,"167,660"
1532,英國,馬修．伯恩版仙履奇緣,2018-10-27,1,242,"159,000"
1533,德國,馬克思：時代青年,2017-12-15,1,"2,398","503,590"
1534,英國,馬克白,2019-06-03,3,592,392080
1535,英國,馬克白（英國國家劇院現場）,2019-06-03,2,196,126880
1536,日本,馬拉松武士,2019-05-24,1,"1,887","390,883"
1537,俄羅斯,馴悍記,2018-11-04,1,142,"90,840"
1538,美國,馴龍高手3,2019-01-30,1,715684,166731008
1539,美國,駭客任務,2019-07-26,1,"12,830","3,035,297"
1540,泰國,騎機男孩,2018-12-28,1,"1,833","419,290"
1541,西班牙,騙局,2019-03-22,1,"6,391","1,427,918"
1542,南韓,騙徒,2017-12-22,3,"3,726","788,600"
1543,南韓,驅魔使者,2019-08-16,2,126763,28416877
1544,美國,驚奇隊長,2019-03-06,1,"1,699,437","404,391,001"
1545,美國,驚濤佈局,2019-01-25,1,"74,167","16,675,266"
1546,加拿大,驚神時光屋,2018-08-10,3,44,"10,250"
1547,日本,骷髏城七人,2019-09-28,5,462,322360
1548,美國,高壓行動,2018-05-25,2,"46,533","9,966,024"
1549,美國,高年級姐妹會,2018-07-13,1,"19,017","3,981,727"
1550,法國,高更：愛在他鄉,2018-01-12,1,"4,859","1,016,312"
1551,法國,高潮,2012-05-04,3,"1,364","294,640"
1552,西班牙,鬥牛犬：米其林帝國,2018-11-09,1,"1,383","301,630"
1553,中華民國,鬥魚,2018-08-17,1,"136,999","30,570,074"
1554,俄羅斯,鬼人魚：死水禁地,2018-10-31,3,382,"90,215"
1555,美國,鬼修女,2018-09-06,1,"478,396","112,679,962"
1556,西班牙,鬼入夢,2018-07-20,1,"8,146","1,833,453"
1557,印尼,鬼入鏡：靈之鬼跡,2019-05-24,2,8689,2060944
1558,美國,鬼壓床,2017-12-08,2,"5,696","1,277,204"
1559,日本,鬼太鼓座,2018-07-20,4,784,"166,729"
1560,俄羅斯,鬼嫁娘,2018-07-20,2,"2,247","493,195"
1561,南韓,鬼學怨,2019-07-26,3,"18,909","4,346,252"
1562,美國,鬼店,2018-09-28,10,"5,581","1,392,431"
1563,南韓,鬼戲語,2018-08-03,2,"8,370","1,765,615"
1564,南韓,鬼搖靈,2018-03-09,1,"9,745","2,236,567"
1565,英國,鬼故事,2019-01-18,3,904,"197,215"
1566,南韓,鬼片：即將上映,2019-09-06,2,2734,601854
1567,泰國,鬼玩伴,2019-11-01,2,7688,1707521
1568,南韓,鬼病院：靈異直播,2018-04-20,1,"109,441","24,905,439"
1569,南韓,鬼神拍檔,2018-10-05,1,"10,938","2,419,904"
1570,美國,鬼船瑪麗號,2019-10-18,2,4774,1063380
1571,美國,鬼裔,2019-03-15,1,32852,7330663
1572,美國,鬼靈精,2018-11-09,1,"76,071","16,746,668"
1573,泰國,魍美,2018-01-26,1,"35,347","7,982,500"
1574,美國,魔劍少年,2019-01-18,1,"28,037","6,000,393"
1575,美國,魔力女聲,2019-04-19,1,8337,1775826
1576,義大利,魔力抓狂夜,2019-09-20,5,637,130185
1577,挪威,魔女席瑪,2018-04-04,1,"2,410","539,236"
1578,南韓,魔女首部曲：誕生,2018-10-26,2,"2,422","546,866"
1579,法國,魔愛食人灣,2018-11-09,3,294,"61,360"
1580,日本,魔法少女☆伊莉雅-雪下的誓言,2018-01-05,1,"3,363","835,979"
1581,日本,魔法少女伊莉雅 百變嘉年華,2019-10-17,7,1455,350001
1582,日本,魔法少女奈葉Detonation,2018-12-21,1,"4,974","1,188,073"
1583,俄羅斯,魔法禁界,2019-09-06,1,14137,3119092
1584,日本,魔法科高中的劣等生呼喚繁星的少女,2017-12-22,1,"20,205","4,960,267"
1585,中華民國,魔法阿媽,2018-10-22,1,23,"3,150"
1586,美國,魔鬼終結者：黑暗宿命,2019-11-07,2,373741,87615329
1587,美國,魘影人,2018-08-03,3,80,"16,490"
1588,美國,鱷魔,2019-07-12,1,128832,28698829
1589,西班牙,鳥男孩,2018-09-21,1,91,"20,350"
1590,法國,鹿皮奇談,2019-12-27,6,600,132895
1591,英國,麂皮：永不滿足,2019-11-22,1,1583,365985
1592,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018-09-21,1,"4,808","1,086,979"
1593,日本,麵包超人電影版：布魯布魯的尋寶大冒險,2017-12-08,1,"1,959","427,770"
1594,日本,麵包超人電影版：發光吧！冰淇淋王國的香草公主,2019-11-22,1,1027,245195
1595,日本,黃昏清兵衛,2018-08-17,1,659,135285
1596,香港,黃金兄弟,2018-09-21,1,"70,468","15,840,146"
1597,法國,黎明的承諾,2018-02-02,4,"1,511","316,662"
1598,中華民國,黑熊來了,2019-12-13,31,38986,8881039
1599,英國,黑獄亡魂,2017-08-28,1,14,"2,735"
1600,法國,黑腥企業,2018-05-11,1,"1,177","252,655"
1601,美國,黑色聖誕節,2019-12-13,6,18113,4103672
1602,南韓,黑計畫,2019-12-13,2,4516,1029750
1603,美國,黑豹,2018-02-13,1,"1,575,728","373,051,577"
1604,義大利,黑金叛徒,2019-11-08,1,736,154707
1605,美國,黑魔女2,2019-10-17,1,581514,137154951
1606,香港,點五步,2016-11-04,1,307,"65,415"
1607,日本,齊木楠雄的災難,2018-04-20,1,"2,147","519,621"
1608,日本,龐克武士,2018-11-23,5,"1,043","222,743"
